area,id,year,text,average,canada,france,germany,italy,japan,russia,uk,us,eu
Migration and Refugees,2015-127,2015,[We reaffirm our commitment to] combat the trafficking of migrants ,0.75,1,1,1,0,0,,1,1,1
Migration and Refugees,2017-46,2017,"We agree to establish partnerships to help countries create the conditions within their own borders that address the drivers of migration, as this is the best long-term solution to these challenges. ",0.63,1,1,1,0,1,,1,-1,1
Transparency,2013-87,2013,[We will make a concerted and collective effort to] improve the transparency of companies,0.777777778,0,1,1,1,0,1,1,1,1
Transparency,2013-97,2013,"The G8 will take action to raise global standards for extractives transparency and make progress towards common global reporting standards, both for countries with significant domestic extractive industries and the home countries of large multinational extractives corporations.",0.444444444,1,-1,0,1,0,0,1,1,1
Gender,2014-90,2014,"In addition, we are committed to ending child, early and forced marriage and to promote full participation and empowerment of all women and girls",0.38,1,0,0,0,-1,,1,1,1
Gender,2015-37,2015,"We will address the specific needs of women entrepreneurs, e.g. by promoting their access to finance, markets, skills, leadership opportunities and networks. ",0.75,0,0,1,1,1,,1,1,1
Gender,2015-264,2015,We will support our partners in developing countries [to overcome cultural] barriers to women's economic participation.,0.25,1,0,0,-1,0,,0,1,1
Gender,2015-265,2015,We will support our partners in developing countries [to overcome social] barriers to women's economic participation.,0.38,1,0,-1,0,0,,1,1,1
Gender, 2015-266,2015,We will support our partners in developing countries [to overcome economic] barriers to women's economic participation,0.38,1,1,0,-1,1,,1,0,0
Gender, 2015-267,2015,We will support our partners in developing countries [to overcome] legal barriers to women's economic participation,-0.38,1,-1,0,-1,0,,-1,0,-1
Gender,2016-88,2016,"We are committed to take leadership in gender-responsive approaches to implementing the SDGs and addressing climate change, and envision mainstreaming gender equality throughout the SDGs and in every policy area, ensuring that our national policies and public financial management to promote equity, gender equality and women and girls’ empowerment.”",-0.38,1,-1,-1,-1,-1,,0,-1,1
Gender,2016-267,2016,"In order to encourage the active role of women in Science, Technology, Engineering and Mathematics (STEM) careers, we strive to remove gender bias in careers, through promoting institutional change and creating legal and policy environments which effectively advance gender equality, and thereby increase the number of female students in STEM fields, and broaden the particpation of women in research, engineering and entrepreneurial careers. Such efforts will be promoted through our collective and individual efforts, including through the G7's 'Women's Initiative in Developing STEM Career(s).'",0.63,1,1,1,0,1,,0,1,0
Gender,2016-280,2016,"We are committed to support refugee and internally displaced women and girls as well as for those affected by conflicts and disasters, by providing assistance to empower them and develop their resilience, and to prevent and respond to sexual and gender-based violence.",-0.63,-1,-1,1,-1,-1,,0,-1,-1
Gender,2017-115,2017,"[We] encourage the private sector to value women's active role in private companies by developing positive action, such as leadership trainings and gender equality labels/certifiations, and promoting role models.",0.63,1,1,1,0,0,,1,0,1
Gender,2017-145,2017,"[We decide to] put intersecting inequalities at the forefron of the discussion and solutions out of poverty, giving particular attention to, inter alia, age, disability, ethnicity, religion, family composition as the factors impacting on the social status.",1,0,0,0,0,0,,0,0,1
Gender,2017-179,2017,"We agree to promote and facilitate cooperation to help ensure the effective and timely prosectution of those engaged - at any level - in human trafficking and exploitation, both domestically and internationally, including cooperation among countries of origin, transit and destination and their respective law enforcement agencies. ",0.5,0,1,1,0,0,,1,0,1
Gender,2017-119,2017,"Take sustainable measures at the appropriate level to provide training, mentoring and networking opportunities that specifically address the capacity-building needs of women entrepreneurs by 2020. ",0.13,1,0,0,-1,-,,-,1,0
Gender,2018-176,2018,"We will ensure commitment to gender eqaulity and prioritize improved access to quality education for girls and women in the early stages of humanitarian response and peacebuilding efforts, while supporting schools as safe spaces for children",0.63,1,0,0,1,1,,1,1,0
Gender,2018-113,2018,"Support gender equality in labour market opportunities and in the distribution of unpaid care work, with measures such as paid maternity leave and parental leave, as well as initiatives to ensure women's equal access to decent employment opportunities, leadership opportunities, resources and finance. ",1,1,1,1,1,1,,1,1,1
Gender,2018-164,2018,"Building on our existing efforts, we will work with our partners, including developing country governments to increase equal access to quality education for girls and women",0.63,1,1,0,0,1,,1,0,1
Gender,2018-217,2018,"[Mobilize the international community, including through working with] civil society [to develop strategies to improve prevention of and response to sexual and gender-based abuse, harassment and the threat of violence in digital contexts and learn lessons from current models of industry-government collaboration on emerging digital challenges.",0,1,1,-1,0,1,,-1,-1,-1
Gender,2019-54,2019,"Aside from our domestic commitments, we stand ready to support interested countries through our different expertise and development mecahnisms to adopt, implement and monitor laws that remedy this and advance gender equality",0.88,1,1,1,1,1,,1,0,1
Gender,2019-30,2019,"We support the Affirmative Finance Action for Women in Africa (AWAFA), including through the Women Entrepreneurs-Finance Initiative (We-Fi)",0.63,1,0,1,0,1,,1,1,0
Gender,2019-35,2019,"We will continue to suppot women's entrepreneurship in Africa, including by supporting the removal of legal, social and regulatory barriers that discriminate against women's full and free economic participation and empowerment",0.63,1,1,1,0,1,,1,0,0
Gender,2019-60,2019,"[We]…endeavor to work together with developing countries to promote inclusion, equity and access of girls and women to quality education, including access to Science, Technology, Engineering and Mathematics (STEM)",0.13,1,1,1,-1,-1,,0,0,0
Gender,2019-56,2019,"We will continue to support efforts to promptly respond to ongoing cases of victims' specific medical, psychological and social needs while making those responsible accountable",0.25,-1,1,1,-1,0,,1,0,1
