Compliance Score,Summit,Commitment Text,Average,Issue-Area,Country,Year,Mentions Specific Date,Total Number of Commitments,Number of Same-Issue Commitments,Mentions UN,Mentions Developing Countries,Binding Level,GDP,GDP per Capita,GDP per Capita Growth,Host Country,Number of Ministerials,Closest Ministerial,Government Type
0,2009-167,"""Recalling the Okinawa Charter on the Global Information Society and the Genoa G8 Action Plan for Digital Divide, we support further initiatives to narrow the digital gap to underpin institution-building, the modernization of public services and the strengthening of legislative and democratic processes.""",0,Democracy,Japan,2009,No,254,0,No,No,Lower,5.23E+12,40855.17564,-5.404594188,Italy,0,365,Unitary
0,2012-102,"""[In response to transition countries’ request for support with reforms that promote transparency, accountability, and good governance, G-8 members will take the following actions:] Launch a Partnership exchange program to pair legislators, judges, regional and municipal leaders and labor unions with G-8 counterparts to build institutional capacity, promote knowledge sharing, and strengthen accountability and good-governance practices in transition countries.""",0,Democracy,Japan,2012,No,141,0,No,No,Higher,6.2E+12,48603.47665,1.657317593,United States,0,365,Unitary
-1,2014-117,"We reaffirm our support for a free, prosperous and democratic Libya which will play its role in promoting regional stability.”",-0.125,Democracy,Japan,2014,No,141,0,No,No,Higher,4.85E+12,38109.41211,0.507999337,European Union,0,365,Unitary
-1,1996-91,We commit ourselves to strong action and anticipate in 1997: We will assess compliance with international environmental agreements and consider options for enhancing compliance.,0.142857143,Environment,Japan,1996,Yes,128,4,No,No,Higher,4.83E+12,38436.92631,2.839291738,France,1,-49,Unitary
0,2001-49,"We therefore agreed in Okinawa to develop common environmental guidelines for ECAs, drawing on relevant MDB experience. Building on the progress made since last year, we commit to reach agreement in the OECD by the end of the year on a Recommendation that fulfils the Okinawa mandate.",0,Environment,Japan,2001,No,58,2,No,No,Higher,4.3E+12,33846.46564,0.164695475,Italy,1,-141,Unitary
1,2002-142,"""We commit to: Supporting African efforts to improve water resource development and management – including by: Supporting African efforts to promote the productive and environmentally sustainable development of water resources;""",0.666666667,Environment,Japan,2002,No,187,0,No,No,Higher,4.12E+12,32289.35054,-0.114538322,Canada,1,-75,Unitary
1,2003-68,"""We will improve the world-wide reporting and archiving of these data and fill observational gaps of coverage in existing systems.""",0.75,Environment,Japan,2003,No,205,31,No,No,Higher,4.45E+12,34808.39092,1.311201372,France,1,-37,Unitary
1,2003-69,"""We will develop an implementation plan to achieve these objectives by next spring’s Tokyo ministerial conference.""",0.75,Environment,Japan,2003,No,205,31,No,No,Higher,4.45E+12,34808.39092,1.311201372,France,1,-37,Unitary
0,2003-121,"""We commit to the ratification or acceding to and implementation of the United Nations Convention on the Law of the Sea, which provides the overall legal framework for oceans.”",0.555555556,Environment,Japan,2003,No,205,31,No,No,Higher,4.45E+12,34808.39092,1.311201372,France,1,-37,Unitary
1,2005-16,"“Six months on from the enormous tragedy of the Indian Ocean disaster on 26 December 2004, we have underlined our support for UN work on post-tsunami humanitarian aid and reconstruction, as well as confirming our commitment to reduce the risk from future disasters and to encourage reform of the humanitarian system.”",1,Environment,Japan,2005,Yes,212,4,Yes,No,Higher,4.76E+12,37217.64873,1.653122597,United Kingdom,2,-111,Unitary
1,2008-89,"""We endorse the Kobe Call for Action for Biodiversity and reiterate our commitment to increase our efforts to reduce the rate of biodiversity loss significantly in order to achieve the globally agreed 2010 Biodiversity Target, including by reducing threats from the illicit trade in wildlife.""",0.444444444,Environment,Japan,2008,Yes,296,11,No,No,Higher,5.04E+12,39339.29757,-1.141424849,Japan,1,-44,Unitary
1,2009-81,"""Recognising the intrinsic value of biodiversity and its essential contribution to economic and social well-being and the fundamental role of ecosystem services in poverty reduction, in the achievement of the Millennium Development Goals (MDGs), we: will reinforce our efforts to meet the 2010 Biodiversity Target to significantly reduce the current rate of biodiversity loss at the global, regional and national level;""",0.888888889,Environment,Japan,2009,Yes,254,8,No,No,Higher,5.23E+12,40855.17564,-5.404594188,Italy,1,-77,Unitary
1,2011-009,"""We will foster green growth as it is essential to fight global warming, represents a promising source of jobs for our societies, and reflects a shared aspiration for more sustainable development.""",0.444444444,Environment,Japan,2011,No,193,10,No,No,Higher,6.16E+12,48167.99727,0.069762808,France,0,365,Unitary
1,2015-229,We are committed to taking a precautionary approach in deep sea mining.,1,Environment,Japan,2015,No,376,11,No,No,Higher,4.39E+12,34524.46986,1.330400881,Germany,0,365,Unitary
1,Jan-96,"we share a common commitment to a medium-term strategy: credible fiscal consolidation programs, successful anti-inflationary policies",1,Macro,Japan,1996,No,128,8,No,No,Higher,4.83E+12,38436.92631,2.839291738,France,3,-37,Unitary
1,Feb-96,"we share a common commitment to a medium-term strategy: credible fiscal consolidation programs, successful anti-inflationary policies",1,Macro,Japan,1996,No,128,8,No,No,Higher,4.83E+12,38436.92631,2.839291738,France,3,-37,Unitary
1,1999-19,"""…we need to pursue balanced macroeconomic policies supportive of domestic demand and investment while preserving price stability.""",1,Macro,Japan,1999,No,46,0,No,No,Higher,4.56E+12,36026.55608,-0.433914444,Germany,4,-7,Unitary
0,May-03,"""We reaffirm our commitment to strengthen investor confidence by improving corporate governance, enhancing market discipline and increasing transparency.""",0.25,Macro,Japan,2003,No,205,6,No,No,Higher,4.45E+12,34808.39092,1.311201372,France,2,-16,Unitary
0,2004-xx,“We agreed that it was important to take advantage of the strong global economic environment to implement further reforms to accelerate growth in our countries.,0.222222222,Macro,Japan,2004,No,252,1,No,No,Higher,4.82E+12,37688.72234,2.170289266,United States,4,-17,Unitary
1,2011-29,"We will ensure that our macroeconomic policies promote sound economic growth, aiming, together with our employment and social policies, at reducing unemployment and enabling a quick re-entry into the labour market.",0.888888889,Macro,Japan,2011,No,193,11,No,No,Higher,6.16E+12,48167.99727,0.069762808,France,1,106,Unitary
0,Apr-12,"""We commit to fiscal responsibility and, in this context, we support sound and sustainable fiscal consolidation policies that take into account countries’ evolving economic conditions and underpin confidence and economic recovery.""",0.333333333,Macro,Japan,2012,No,141,11,No,No,Higher,6.2E+12,48603.47665,1.657317593,United States,1,146,Unitary
0,May-12,"""To raise productivity and growth potential in our economies, we support structural reforms, and investments in education""",0.888888889,Macro,Japan,2012,No,141,11,No,No,Higher,6.2E+12,48603.47665,1.657317593,United States,1,146,Unitary
1,Aug-12,"""We commit to promote investment to underpin demand, including support for small businesses and public-private partnerships.""",1,Macro,Japan,2012,No,141,11,No,No,Higher,6.2E+12,48603.47665,1.657317593,United States,1,146,Unitary
1,2012-13,[We support efforts towards regulatory coherence and better alignment of standards to further promote] growth. ,0.555555556,Macro,Japan,2012,No,141,11,No,No,Lower,6.2E+12,48603.47665,1.657317593,United States,1,146,Unitary
1,2013-37,We agreed to nurture the global recovery by supporting demand ,0.555555556,Macro,Japan,2013,No,214,16,No,No,Higher,5.16E+12,40454.44746,2.147531753,United Kingdom,1,-39,Unitary
1,2013-45,"We reaffirm our commitment to cooperate to achieve a lasting reduction in global imbalances, which surplus and deficit countries must address ",1,Macro,Japan,2013,No,214,16,No,No,Higher,5.16E+12,40454.44746,2.147531753,United Kingdom,1,-39,Unitary
1,2015-23,"To ensure that G7 countries operate at the technological frontier in the years ahead, we will foster growth by promoting education ",0.875,Macro,Japan,2015,No,376,14,No,No,Higher,4.39E+12,34524.46986,1.330400881,Germany,1,-11,Unitary
1,2015-31,"We will continue to implement our fiscal strategies flexibly to take into account near-term economic conditions, so as to support growth and job creation, while putting debt as a share of GDP on a sustainable path. ",0.75,Macro,Japan,2015,No,376,14,No,No,Higher,4.39E+12,34524.46986,1.330400881,Germany,1,-11,Unitary
0,2016,"We reiterate our commitments to using all policy tools - monetary, fiscal, and structural - individually and collectively, to strengthen global demand and address supply constraints, while continuing our efforts to put debt on a sustainable path",0.25,Macro,Japan,2016,No,342,18,No,No,Higher,4.93E+12,38794.33094,0.725146429,Japan,3,-6,Unitary
0,2017-29,"To this end, we reaffirm our commitment to use all policy tools - monetary, fiscal and structural - individually and collectively to achieve strong, sustainable, balanced and inclusive growth. ",0.63,Macro,Japan,2017,No,180,5,No,No,Higher,4.86E+12,38331.9794,2.096551745,Italy,2,-15,Unitary
1,1997-xx - education,"""Measures that expand the availability of high quality education and training and increase the responsiveness of labor markets to economic conditions will aid the ability of our people to adjust to all types of structural changes"".",0.375,Education,Japan,1997,No,145,0,No,No,Higher,4.41E+12,35021.71909,0.835496803,United States,0,365,Unitary
1,2001-29,"""We reaffirm our commitment to help countries meet the Dakar Framework for Action goal of universal primary education by 2015.""",0.571428571,Education,Japan,2001,Yes,58,5,No,No,Higher,4.3E+12,33846.46564,0.164695475,Italy,0,365,Unitary
